id,subfield_id,subfield,title,authors,venue,year,arxiv_id,doi,pdf_url,summary_zh,in_pool
33,3,不规则采样/IMTS,Probabilistic Forecasting of Irregularly Sampled Time Series,Vijaya Krishna Yalavarthi; Randolf Scholz; Stefan Born; Lars Schmidt-Thieme,AAAI 2025,2025,,10.1609/aaai.v39i20.35494,https://doi.org/10.1609/aaai.v39i20.35494,提出对带缺失的不规则采样时序进行条件归一化流概率预测的方法。,yes
34,3,不规则采样/IMTS,Adaptive Time Encoding for Irregular Multivariate Time-Series Classification,Sangho Lee; Kyeongseo Min; Youngdoo Son; Hyungrok Do,NeurIPS 2025,2025,,10.52202/085713-3407,https://doi.org/10.52202/085713-3407,提出自适应时间编码用于不规则多元时序分类。,yes
35,3,不规则采样/IMTS,HyperIMTS: Hypergraph Neural Network for Irregular Multivariate Time Series Forecasting,Boyuan Li; Yicheng Luo; Zhen Liu; Junhao Zheng; Jianming Lv; Qianli Ma,ICML 2025,2025,2505.17431,,https://arxiv.org/pdf/2505.17431,提出 HyperIMTS，用超图统一建模不规则观测点的时间与变量间交互进行预测。,yes
36,3,不规则采样/IMTS,Learning Recursive Multi-Scale Representations for Irregular Multivariate Time Series Forecasting,Boyuan Li; Zhen Liu; Yicheng Luo; Qianli Ma,ICLR 2026,2026,2602.21498,,https://arxiv.org/pdf/2602.21498,为不规则多元时序预测学习递归多尺度表示。,yes
37,3,不规则采样/IMTS,ASTGI: Adaptive Spatio-Temporal Graph Interactions for Irregular Multivariate Time Series Forecasting,Xvyuan Liu; Xiangfei Qiu; Hanyin Cheng; Xingjian Wu; Chenjuan Guo; Bin Yang; Jilin Hu,ICLR 2026,2026,2509.23313,,https://arxiv.org/pdf/2509.23313,提出自适应时空图交互网络 ASTGI 处理不规则多元时序预测。,yes
38,3,不规则采样/IMTS,Bridging Time and Frequency: A Joint Modeling Framework for Irregular Multivariate Time Series Forecasting,Xiangfei Qiu; Kangjia Yan; Xvyuan Liu; Xingjian Wu; Jilin Hu,ICML 2026,2026,2602.00582,,https://arxiv.org/pdf/2602.00582,提出时域-频域联合建模框架处理不规则多元时序预测。,yes
39,3,不规则采样/IMTS,LAST SToP for Modeling Asynchronous Time Series,Shubham Gupta; Thibaut Durand; Graham Taylor; Lilian W. Białokozowicz,ICML 2025,2025,2502.01922,,https://arxiv.org/pdf/2502.01922,提出面向异步事件时序的 LLM 提示式建模框架 LASTS 与可学习软提示调优。,yes
40,3,不规则采样/IMTS,Beyond Observations: Reconstruction Error-Guided Irregularly Sampled Time Series Representation Learning,Jiexi Liu; Meng Cao; Songcan Chen,AAAI 2026,2026,2511.06854,10.1609/aaai.v40i28.39545,https://arxiv.org/pdf/2511.06854,以重构误差为引导学习不规则采样时序表示。,yes
41,3,不规则采样/IMTS,Interacting Diffusion Processes for Event Sequence Forecasting,Mai Zeng; Florence Regol; Mark Coates,ICML 2024,2024,2310.17800,,https://arxiv.org/pdf/2310.17800,提出交互扩散过程生成模型，对标记时间点过程的事件序列进行长程预测。,yes
42,4,基准与评测方法学,TFB: Towards Comprehensive and Fair Benchmarking of Time Series Forecasting Methods,Xiangfei Qiu; Jilin Hu; Lekui Zhou; Xingjian Wu; Junyang Du; Buang Zhang; Chenjuan Guo; Aoying Zhou; Christian S. Jensen; Zhenli Sheng; Bin Yang,VLDB 2024,2024,2403.20150,10.14778/3665844.3665863,https://arxiv.org/pdf/2403.20150,提出覆盖多领域数据与多类方法的时序预测自动化基准 TFB，统一评测流程以消除偏置。,yes
43,4,基准与评测方法学,The Elephant in the Room: Towards A Reliable Time-Series Anomaly Detection Benchmark,Qinghua Liu; John Paparrizos,NeurIPS 2024 D&B,2024,,10.52202/079017-3437,https://doi.org/10.52202/079017-3437,构建 TSB-AD 基准与可靠评测协议，系统评估时序异常检测方法。,yes
44,4,基准与评测方法学,ProbTS: Benchmarking Point and Distributional Forecasting across Diverse Prediction Horizons,Jiawen Zhang; Xumeng Wen; Zhenwei Zhang; Shun Zheng; Jia Li; Jiang Bian,NeurIPS 2024 D&B,2024,2310.07446,10.52202/079017-1523,https://arxiv.org/pdf/2310.07446,构建 ProbTS 基准，统一评测点预测与分布预测在不同预测长度下的表现。,yes
45,4,基准与评测方法学,TAB: Unified Benchmarking of Time Series Anomaly Detection Methods,Xiangfei Qiu; Zhe Li; Wanghui Qiu; Shiyan Hu; Lekui Zhou; Xingjian Wu; Zhengyu Li; Chenjuan Guo; Aoying Zhou; Zhenli Sheng; Jilin Hu; Christian S. Jensen; Bin Yang,VLDB 2025,2025,2506.18046,10.14778/3746405.3746407,https://arxiv.org/pdf/2506.18046,提出统一的时序异常检测基准 TAB，覆盖多类数据集与方法的标准化评测。,yes
46,4,基准与评测方法学,Are Language Models Actually Useful for Time Series Forecasting?,Mingtian Tan; Mike A. Merrill; Vinayak Gupta; Tim Althoff; Thomas Hartvigsen,NeurIPS 2024 (Spotlight),2024,2406.16964,10.52202/079017-1922,https://arxiv.org/pdf/2406.16964,通过消融实验发现移除 LLM 组件或替换为注意力层在多数时序预测基准上不降低性能。,yes
47,4,基准与评测方法学,An Analysis of Linear Time Series Forecasting Models,William Toner; Luke Nicholas Darlow,ICML 2024,2024,2403.14587,,https://arxiv.org/pdf/2403.14587,证明多种流行线性时序预测模型与标准线性回归在功能上等价且后者往往表现更优。,yes
48,4,基准与评测方法学,A Careful Examination of Large Language Model Performance on Grade School Arithmetic,Hugh Zhang; Jeff Da; Dean Lee; Vaughn Robinson; Catherine Wu; Will Song; Tiffany Zhao; Pranav Raja; Charlotte Zhuang; Dylan Slack; Qin Lyu; Sean Hendryx; Russell Kaplan; Michele Lunati; Summer Yue,NeurIPS 2024 D&B (Spotlight),2024,2405.00332,10.52202/079017-1485,https://arxiv.org/pdf/2405.00332,构建 GSM1k 以测量 GSM8k 上的基准污染，发现部分模型存在系统性过拟合证据。,yes
49,4,基准与评测方法学,"LiveBench: A Challenging, Contamination-Limited LLM Benchmark",Colin White; Samuel Dooley; Manley Roberts; Arka Pal; Benjamin Feuer; Siddhartha Jain; Ravid Shwartz-Ziv; Neel Jain; Khalid Saifullah; Sreemanti Dey; Shubh-Agrawal; Sandeep Singh Sandha; Siddartha Venkat Naidu; Chinmay Hegde; Yann LeCun; Tom Goldstein; Willie Neiswanger; Micah Goldblum,ICLR 2025 (Spotlight),2025,2406.19314,,https://arxiv.org/pdf/2406.19314,提出基于持续更新问题与客观自动评分的 LLM 基准 LiveBench，以限制测试集污染。,yes
50,4,基准与评测方法学,This Time is Different: An Observability Perspective on Time Series Foundation Models,Ben Cohen; Emaad Khwaja; Youssef Doubli; Salahidine Lemaachi; Chris Lettieri; Charles Masson; Hugo Miccinilli; Elise Ramé; Qiqi Ren; Afshin Rostamizadeh; Jean Ogier du Terrail; Anna-Monica Toon; Kan Wang; Stephan Xie; Zongzhe Xu; Viktoriya Zhukova; David Asker; Ameet Talwalkar; Othmane Abou-Amal,NeurIPS 2025,2025,2505.14766,10.52202/085713-1698,https://arxiv.org/pdf/2505.14766,发布 Toto 模型与 BOOM 可观测性指标大规模基准，用于评测时序基础模型。,yes
51,4,基准与评测方法学,TimeSeriesExamAgent: Creating Time Series Reasoning Benchmarks at Scale,Malgorzata Gwiazda; Yifu Cai; Mononito Goswami; Arjun Choudhry; Artur Dubrawski,ICLR 2026,2026,2604.10291,,https://arxiv.org/pdf/2604.10291,提出可规模化自动生成时序推理评测题目的代理框架。,yes
52,4,基准与评测方法学,Zero-shot forecasting of chaotic systems,Yuanzhao Zhang; William Gilpin,ICLR 2025,2025,2409.15771,,https://arxiv.org/pdf/2409.15771,在 135 个混沌动力系统上系统评测时序基础模型的零样本预测能力。,yes
53,5,数据污染/记忆化/成员推断,Detecting Pretraining Data from Large Language Models,Weijia Shi; Anirudh Ajith; Mengzhou Xia; Yangsibo Huang; Daogao Liu; Terra Blevins; Danqi Chen; Luke Zettlemoyer,ICLR 2024,2024,2310.16789,,https://arxiv.org/pdf/2310.16789,提出 WikiMIA 基准与 Min-K% Prob 方法，在无需训练数据分布知识下检测文本是否在预训练数据中。,yes
54,5,数据污染/记忆化/成员推断,Min-K%++: Improved Baseline for Pre-Training Data Detection from Large Language Models,Jingyang Zhang; Jingwei Sun; Eric Yeats; Yang Ouyang; Martin Kuo; Jianyi Zhang; Hao Frank Yang; Hai Li,ICLR 2025 (Spotlight),2025,2404.02936,,https://arxiv.org/pdf/2404.02936,提出 Min-K%++，基于局部极大值判别改进预训练数据检测基线。,yes
55,5,数据污染/记忆化/成员推断,Infilling Score: A Pretraining Data Detection Algorithm for Large Language Models,Negin Raoof; Litu Rout; Giannis Daras; Sujay Sanghavi; Constantine Caramanis; Sanjay Shakkottai; Alex Dimakis,ICLR 2025,2025,,,https://openreview.net/forum?id=9QPH1YQCMn,提出基于非因果填充似然的 Infilling Score 用于预训练数据检测。,yes
56,5,数据污染/记忆化/成员推断,LLM Dataset Inference: Did you train on my dataset?,Pratyush Maini; Hengrui Jia; Nicolas Papernot; Adam Dziedzic,NeurIPS 2024,2024,2406.06443,10.52202/079017-3941,https://arxiv.org/pdf/2406.06443,提出数据集级推断方法，聚合多种成员推断特征以统计检验某数据集是否被用于训练。,yes
57,5,数据污染/记忆化/成员推断,Rethinking LLM Memorization through the Lens of Adversarial Compression,Avi Schwarzschild; Zhili Feng; Pratyush Maini; Zachary C. Lipton; J. Zico Kolter,NeurIPS 2024,2024,2404.15146,10.52202/079017-1790,https://arxiv.org/pdf/2404.15146,提出对抗压缩比 ACR 作为记忆化度量：能被更短对抗提示诱出的训练串视为被记忆。,yes
58,5,数据污染/记忆化/成员推断,Task Contamination: Language Models May Not Be Few-Shot Anymore,Changmao Li; Jeffrey Flanigan,AAAI 2024,2024,2312.16337,10.1609/aaai.v38i16.29808,https://arxiv.org/pdf/2312.16337,系统度量任务污染：LLM 在训练截止日期前发布的数据集上零/少样本表现显著优于其后发布者。,yes
59,5,数据污染/记忆化/成员推断,Membership Inference Attacks against Fine-tuned Large Language Models via Self-prompt Calibration,Wenjie Fu; Huandong Wang; Chen Gao; Guanghua Liu; Yong Li; Tao Jiang,NeurIPS 2024,2024,2311.06062,10.52202/079017-4290,https://arxiv.org/pdf/2311.06062,提出 SPV-MIA，用自提示校准的概率波动信号对微调 LLM 进行成员推断。,yes
60,5,数据污染/记忆化/成员推断,ConStat: Performance-Based Contamination Detection in Large Language Models,Jasper Dekoninck; Mark Niklas Müller; Martin Vechev,NeurIPS 2024,2024,2405.16281,10.52202/079017-2935,https://arxiv.org/pdf/2405.16281,提出 ConStat，将污染定义为不可泛化的基准性能虚高并给出统计检测方法。,yes
61,5,数据污染/记忆化/成员推断,"Recite, Reconstruct, Recollect: Memorization in LMs as a Multifaceted Phenomenon",USVSN Sai Prashanth; Alvin Deng; Kyle O'Brien; Jyothir S; Mohammad Aflah Khan; Jaydeep Borkar; Christopher A. Choquette-Choo; Jacob Ray Fuehne; Stella Biderman; Tracy Ke; Katherine Lee; Naomi Saphra,ICLR 2025,2025,2406.17746,,https://arxiv.org/pdf/2406.17746,将 LM 记忆化分类为背诵/重构/回忆三类，并分析各因素对记忆化的影响。,yes
62,5,数据污染/记忆化/成员推断,Proving Test Set Contamination in Black-Box Language Models,Yonatan Oren; Nicole Meister; Niladri Chatterji; Faisal Ladhak; Tatsunori B. Hashimoto,ICLR 2024 (Oral),2024,2310.17623,,https://arxiv.org/pdf/2310.17623,利用可交换性检验在黑盒访问下对测试集污染给出可证明的统计证据。,yes
63,5,数据污染/记忆化/成员推断,Rethinking Pretraining Data Detection for LLMs: From Local to Global,Chenye Ke; Yan Zhuang; Zirui Liu; Qi Liu,ICML 2026,2026,,,https://openreview.net/forum?id=ThlRUXqFZ0,从局部到全局重新思考 LLM 预训练数据检测的建模方式。,yes
64,5,数据污染/记忆化/成员推断,Fine-tuning can Help Detect Pretraining Data from Large Language Models,Hengxiang Zhang; Songxin Zhang; Bingyi Jing; Hongxin Wei,ICLR 2025,2025,2410.10880,,https://arxiv.org/pdf/2410.10880,发现用少量未见数据微调可放大成员与非成员的困惑度偏差，提出 FSD 检测方法。,yes
65,5,数据污染/记忆化/成员推断,Unlocking Post-hoc Dataset Inference with Synthetic Data,Bihe Zhao; Pratyush Maini; Franziska Boenisch; Adam Dziedzic,ICML 2025,2025,2506.15271,,https://arxiv.org/pdf/2506.15271,用合成数据构造验证集，解锁无需持出集的事后数据集推断。,yes
66,5,数据污染/记忆化/成员推断,STAMP Your Content: Proving Dataset Membership via Watermarked Rephrasings,Saksham Rastogi; Pratyush Maini; Danish Pruthi,ICML 2025,2025,2504.13416,,https://arxiv.org/pdf/2504.13416,通过水印改写公开内容以证明数据集成员身份。,yes
67,5,数据污染/记忆化/成员推断,Ward: Provable RAG Dataset Inference via LLM Watermarks,Nikola Jovanović; Robin Staab; Maximilian Baader; Martin Vechev,ICLR 2025,2025,2410.03537,,https://arxiv.org/pdf/2410.03537,用 LLM 水印实现对 RAG 语料使用的可证明数据集推断。,yes
68,5,数据污染/记忆化/成员推断,An Investigation of Memorization Risk in Healthcare Foundation Models,Sana Tonekaboni; Lena Stempfle; Adibvafa Fallahpour; Walter Gerych; Marzyeh Ghassemi,NeurIPS 2025,2025,2510.12950,10.52202/085713-0353,https://arxiv.org/pdf/2510.12950,系统评估医疗基础模型（含时序 EHR）中的训练数据记忆化风险。,yes
69,5,数据污染/记忆化/成员推断,Membership Inference Attacks Against Fine-tuned Diffusion Language Models,Yuetian Chen; Kaiyuan Zhang; Yuntao Du; Edoardo Stoppa; Charles Fleming; Ashish Kundu; Bruno Ribeiro; Ninghui Li,ICLR 2026,2026,2601.20125,,https://arxiv.org/pdf/2601.20125,针对微调扩散语言模型提出成员推断攻击并评估其隐私风险。,yes
70,6,共形预测/不确定性量化,Adaptive Conformal Inference by Betting,Aleksandr Podkopaev; Darren Xu; Kuang-Chih Lee,ICML 2024,2024,2412.19318,,https://arxiv.org/pdf/2412.19318,将自适应共形推断视为在线博弈/下注问题，提出无需学习率的参数自由方法。,yes
71,6,共形预测/不确定性量化,Online conformal prediction with decaying step sizes,Anastasios N. Angelopoulos; Rina Foygel Barber; Stephen Bates,ICML 2024,2024,2402.01139,,https://arxiv.org/pdf/2402.01139,提出步长衰减的在线共形预测，可在分布收敛时同时获得覆盖保证与区间收敛。,yes
72,6,共形预测/不确定性量化,Conformal prediction for multi-dimensional time series by ellipsoidal sets,Chen Xu; Hanyang Jiang; Yao Xie,ICML 2024 (Spotlight),2024,2403.03850,,https://arxiv.org/pdf/2403.03850,提出 MultiDimSPCI，为多维时序构造椭球形预测集并给出覆盖性分析。,yes
73,6,共形预测/不确定性量化,Kernel-based Optimally Weighted Conformal Time-Series Prediction,Jonghyeok Lee; Chen Xu; Yao Xie,ICLR 2025,2025,,,https://openreview.net/forum?id=oP7arLOWix,提出核加权最优的共形时序预测区间方法 KOWCPI。,yes
74,6,共形预测/不确定性量化,Copula Conformal Prediction for Multi-Step Time Series Forecasting,Sophia Sun; Rose Yu,ICLR 2024,2024,2212.03281,,https://arxiv.org/pdf/2212.03281,提出 CopulaCPTS，用 copula 建模多步预测误差相关性以构造联合有效的预测区域。,yes
75,6,共形预测/不确定性量化,Conformal Prediction Regions for Time Series using Linear Complementarity Programming,Matthew Cleaveland; Insup Lee; George J. Pappas; Lars Lindemann,AAAI 2024,2024,2304.01075,10.1609/aaai.v38i19.30089,https://arxiv.org/pdf/2304.01075,用线性互补规划优化多步时序共形预测区域以降低保守性。,yes
